name,eval_task_name,model_name,data_dir,model_name_or_path,task_name,output_dir,replacing_rate,scheduler_type,scheduler_linear_k,steps_for_replacing,model_type,config_name,tokenizer_name,cache_dir,max_seq_length,do_train,do_eval,evaluate_during_training,do_lower_case,per_gpu_train_batch_size,per_gpu_eval_batch_size,gradient_accumulation_steps,learning_rate,weight_decay,adam_epsilon,max_grad_norm,num_train_epochs,warmup_steps,no_cuda,overwrite_output_dir,overwrite_cache,n_gpu,output_mode,train_batch_size,eval_batch_size,training_time,accuracy,eval_time,meta_amb_precision,meta_amb_recall,meta_amb_f1-score,meta_amb_support,meta_minus_m_precision,meta_minus_m_recall,meta_minus_m_f1-score,meta_minus_m_support,meta_plus_m_precision,meta_plus_m_recall,meta_plus_m_f1-score,meta_plus_m_support,meta_zero_precision,meta_zero_recall,meta_zero_f1-score,meta_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_Nproducts_text-run-1,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,multiemo_en_Nproducts_text,data/models/bert-of-theseus/multiemo_en_Nproducts_text-run-1,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,594.452903,0.7291666666666666,0.269562,0.5333333333333333,0.8,0.64,10,1.0,0.7142857142857143,0.8333333333333333,35,0.4,1.0,0.5714285714285715,2,0.0,0.0,0.0,1,0.4833333333333333,0.6285714285714286,0.5111904761904762,48,0.8569444444444444,0.7291666666666666,0.764781746031746,48,267873391,267832336,66958084
multiemo_en_Nproducts_text-run-2,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,multiemo_en_Nproducts_text,data/models/bert-of-theseus/multiemo_en_Nproducts_text-run-2,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,597.225419,0.7083333333333334,0.278321,0.4375,0.7,0.5384615384615384,10,0.9259259259259259,0.7142857142857143,0.8064516129032259,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.4658564814814815,0.6035714285714285,0.5028949545078577,48,0.7871334876543209,0.7083333333333334,0.7279948993658673,48,267873391,267832336,66958084
multiemo_en_Nproducts_text-run-3,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,multiemo_en_Nproducts_text,data/models/bert-of-theseus/multiemo_en_Nproducts_text-run-3,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,601.61714,0.7083333333333334,0.233258,0.4117647058823529,0.7,0.5185185185185185,10,0.9259259259259259,0.7142857142857143,0.8064516129032259,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.4594226579520697,0.6035714285714285,0.4979091995221028,48,0.7817719680464777,0.7083333333333334,0.7238401035444046,48,267873391,267832336,66958084
multiemo_en_Nproducts_text-run-4,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,multiemo_en_Nproducts_text,data/models/bert-of-theseus/multiemo_en_Nproducts_text-run-4,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,592.186034,0.6666666666666666,0.239538,0.4166666666666667,0.5,0.45454545454545453,10,0.8928571428571429,0.7142857142857143,0.7936507936507937,35,0.4,1.0,0.5714285714285715,2,0.0,0.0,0.0,1,0.4273809523809524,0.5535714285714286,0.4549062049062049,48,0.7545138888888888,0.6666666666666666,0.6972101972101973,48,267873391,267832336,66958084
multiemo_en_Nproducts_text-run-5,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nproducts_text,multiemo_en_Nproducts_text,data/models/bert-of-theseus/multiemo_en_Nproducts_text-run-5,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,598.405096,0.6875,0.238435,0.4117647058823529,0.7,0.5185185185185185,10,0.9230769230769231,0.6857142857142857,0.7868852459016394,35,0.5,1.0,0.6666666666666666,2,0.0,0.0,0.0,1,0.45871040723981904,0.5964285714285714,0.4930176077717061,48,0.7796945701357466,0.6875,0.7095729609390813,48,267873391,267832336,66958084
multiemo_en_Nreviews_text-run-1,multiemo_en_reviews_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,multiemo_en_Nreviews_text,data/models/bert-of-theseus/multiemo_en_Nreviews_text-run-1,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,609.613176,0.72,0.244065,0.8333333333333334,0.5555555555555556,0.6666666666666667,18,0.42857142857142855,0.75,0.5454545454545454,4,0.8846153846153846,0.8214285714285714,0.8518518518518519,28,0.0,0.0,0.0,0,0.5366300366300366,0.5317460317460317,0.515993265993266,50,0.8296703296703296,0.72,0.7606734006734007,50,267873391,267832336,66958084
multiemo_en_Nreviews_text-run-2,multiemo_en_reviews_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,multiemo_en_Nreviews_text,data/models/bert-of-theseus/multiemo_en_Nreviews_text-run-2,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,601.257245,0.74,0.2697,0.9090909090909091,0.5555555555555556,0.6896551724137931,18,0.42857142857142855,0.75,0.5454545454545454,4,0.8888888888888888,0.8571428571428571,0.8727272727272727,28,0.0,0.0,0.0,0,0.5566378066378066,0.5406746031746031,0.5269592476489028,50,0.8593362193362194,0.74,0.7806394984326019,50,267873391,267832336,66958084
multiemo_en_Nreviews_text-run-3,multiemo_en_reviews_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,multiemo_en_Nreviews_text,data/models/bert-of-theseus/multiemo_en_Nreviews_text-run-3,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,601.476995,0.7,0.270672,0.8888888888888888,0.4444444444444444,0.5925925925925926,18,0.42857142857142855,0.75,0.5454545454545454,4,0.8571428571428571,0.8571428571428571,0.8571428571428571,28,0.0,0.0,0.0,0,0.5436507936507936,0.5128968253968254,0.4987974987974988,50,0.8342857142857143,0.7,0.7369696969696968,50,267873391,267832336,66958084
multiemo_en_Nreviews_text-run-4,multiemo_en_reviews_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,multiemo_en_Nreviews_text,data/models/bert-of-theseus/multiemo_en_Nreviews_text-run-4,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,600.741145,0.74,0.243876,0.9090909090909091,0.5555555555555556,0.6896551724137931,18,0.5,0.75,0.6,4,0.8888888888888888,0.8571428571428571,0.8727272727272727,28,0.0,0.0,0.0,0,0.5744949494949495,0.5406746031746031,0.5405956112852665,50,0.865050505050505,0.74,0.7850031347962383,50,267873391,267832336,66958084
multiemo_en_Nreviews_text-run-5,multiemo_en_reviews_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_text,multiemo_en_Nreviews_text,data/models/bert-of-theseus/multiemo_en_Nreviews_text-run-5,0.3,linear,0.00014,0,bert,,,,256,True,False,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,595.215004,0.76,0.222284,1.0,0.5555555555555556,0.7142857142857143,18,0.6,0.75,0.6666666666666665,4,0.8928571428571429,0.8928571428571429,0.8928571428571429,28,0.0,0.0,0.0,0,0.6232142857142857,0.5496031746031746,0.5684523809523809,50,0.9079999999999999,0.76,0.8104761904761905,50,267873391,267832336,66958084
multiemo_en_hotels_text-run-1,multiemo_en_hotels_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,multiemo_en_hotels_text,data/models/bert-of-theseus/multiemo_en_hotels_text-run-1,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,333.366164,0.8354430379746836,1.939047,0.6276595744680851,0.686046511627907,0.6555555555555557,86,0.8924050632911392,0.844311377245509,0.8676923076923077,167,0.875,0.91,0.892156862745098,100,1.0,0.9285714285714286,0.962962962962963,42,0.848766159439806,0.8422323293612111,0.844591922238981,395,0.8417984024655079,0.8354430379746836,0.8378291743831581,395,267873391,267832336,66958084
multiemo_en_hotels_text-run-2,multiemo_en_hotels_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,multiemo_en_hotels_text,data/models/bert-of-theseus/multiemo_en_hotels_text-run-2,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,333.153545,0.850632911392405,1.958512,0.6842105263157895,0.6046511627906976,0.6419753086419753,86,0.8957055214723927,0.874251497005988,0.8848484848484848,167,0.8434782608695652,0.97,0.9023255813953489,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8558485771644369,0.8562732839967905,0.8542752955286811,395,0.8475259580658329,0.850632911392405,0.8473572343191296,395,267873391,267832336,66958084
multiemo_en_hotels_text-run-3,multiemo_en_hotels_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,multiemo_en_hotels_text,data/models/bert-of-theseus/multiemo_en_hotels_text-run-3,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,324.133097,0.8278481012658228,1.94658,0.6885245901639344,0.4883720930232558,0.5714285714285714,86,0.8288770053475936,0.9281437125748503,0.8757062146892656,167,0.8454545454545455,0.93,0.8857142857142858,100,1.0,0.8809523809523809,0.9367088607594937,42,0.8407140352415183,0.8068670466376218,0.8173894831479042,395,0.8207114663103824,0.8278481012658228,0.8184784701754222,395,267873391,267832336,66958084
multiemo_en_hotels_text-run-4,multiemo_en_hotels_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,multiemo_en_hotels_text,data/models/bert-of-theseus/multiemo_en_hotels_text-run-4,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,325.796776,0.850632911392405,1.947323,0.6790123456790124,0.6395348837209303,0.6586826347305389,86,0.8922155688622755,0.8922155688622755,0.8922155688622756,167,0.875,0.91,0.892156862745098,100,0.9534883720930233,0.9761904761904762,0.9647058823529412,42,0.8499290716585778,0.8544852321934205,0.8519402371727134,395,0.847953350269119,0.850632911392405,0.8490633922029359,395,267873391,267832336,66958084
multiemo_en_hotels_text-run-5,multiemo_en_hotels_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_text,multiemo_en_hotels_text,data/models/bert-of-theseus/multiemo_en_hotels_text-run-5,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,325.331671,0.8354430379746836,1.945423,0.7241379310344828,0.4883720930232558,0.5833333333333334,86,0.8205128205128205,0.9580838323353293,0.8839779005524863,167,0.8653846153846154,0.9,0.8823529411764707,100,1.0,0.9047619047619048,0.9500000000000001,42,0.8525088417329797,0.8128044575301224,0.8249160437655726,395,0.8299745940077674,0.8354430379746836,0.8251297979153899,395,267873391,267832336,66958084
multiemo_en_medicine_text-run-1,multiemo_en_medicine_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,multiemo_en_medicine_text,data/models/bert-of-theseus/multiemo_en_medicine_text-run-1,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,276.111931,0.8685015290519877,1.672429,0.35714285714285715,0.45454545454545453,0.4,22,0.8846153846153846,0.8646616541353384,0.8745247148288974,133,0.8969072164948454,0.8969072164948454,0.8969072164948453,97,1.0,0.96,0.9795918367346939,75,0.7846663645632718,0.7940285812939095,0.7877559420146092,327,0.8792384985045536,0.8685015290519877,0.8733369260775088,327,267873391,267832336,66958084
multiemo_en_medicine_text-run-2,multiemo_en_medicine_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,multiemo_en_medicine_text,data/models/bert-of-theseus/multiemo_en_medicine_text-run-2,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,277.143914,0.8654434250764526,1.671649,0.42857142857142855,0.5454545454545454,0.4799999999999999,22,0.8623188405797102,0.8947368421052632,0.878228782287823,133,0.9,0.8350515463917526,0.8663101604278075,97,1.0,0.9466666666666667,0.9726027397260273,75,0.7977225672877847,0.805477400154557,0.7992854206104144,327,0.875892896714596,0.8654434250764526,0.8695465415450454,327,267873391,267832336,66958084
multiemo_en_medicine_text-run-3,multiemo_en_medicine_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,multiemo_en_medicine_text,data/models/bert-of-theseus/multiemo_en_medicine_text-run-3,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,280.754826,0.8470948012232415,1.67393,0.32142857142857145,0.4090909090909091,0.36000000000000004,22,0.8888888888888888,0.8421052631578947,0.8648648648648649,133,0.84,0.865979381443299,0.8527918781725888,97,0.9863013698630136,0.96,0.9729729729729729,75,0.7591547075451185,0.7692938884230257,0.7626574290026067,327,0.8585512340470239,0.8470948012232415,0.8521125754823887,327,267873391,267832336,66958084
multiemo_en_medicine_text-run-4,multiemo_en_medicine_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,multiemo_en_medicine_text,data/models/bert-of-theseus/multiemo_en_medicine_text-run-4,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,271.318313,0.8562691131498471,1.674294,0.30303030303030304,0.45454545454545453,0.36363636363636365,22,0.8951612903225806,0.8345864661654135,0.8638132295719845,133,0.8969072164948454,0.8969072164948454,0.8969072164948453,97,0.9863013698630136,0.96,0.9729729729729729,75,0.7703500449276857,0.7865097843014284,0.7743324456690416,327,0.8767453242180302,0.8562691131498471,0.8650156957371465,327,267873391,267832336,66958084
multiemo_en_medicine_text-run-5,multiemo_en_medicine_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_text,multiemo_en_medicine_text,data/models/bert-of-theseus/multiemo_en_medicine_text-run-5,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,277.749787,0.8807339449541285,1.670947,0.42857142857142855,0.2727272727272727,0.33333333333333326,22,0.8857142857142857,0.9323308270676691,0.9084249084249083,133,0.8585858585858586,0.8762886597938144,0.8673469387755102,97,0.9864864864864865,0.9733333333333334,0.9798657718120806,75,0.7898395148395149,0.7636700232305225,0.7722427380864582,327,0.8700241168131074,0.8807339449541285,0.8739340431222528,327,267873391,267832336,66958084
multiemo_en_products_text-run-1,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,multiemo_en_products_text,data/models/bert-of-theseus/multiemo_en_products_text-run-1,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,40.353664,0.75,0.251349,0.4666666666666667,0.7,0.56,10,0.8787878787878788,0.8285714285714286,0.8529411764705883,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.33636363636363636,0.3821428571428571,0.3532352941176471,48,0.7380050505050505,0.75,0.7386029411764706,48,267873391,267832336,66958084
multiemo_en_products_text-run-2,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,multiemo_en_products_text,data/models/bert-of-theseus/multiemo_en_products_text-run-2,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,42.05083,0.5416666666666666,0.251711,0.2692307692307692,0.7,0.3888888888888889,10,1.0,0.5428571428571428,0.7037037037037037,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.3173076923076923,0.3107142857142857,0.27314814814814814,48,0.7852564102564102,0.5416666666666666,0.5941358024691358,48,267873391,267832336,66958084
multiemo_en_products_text-run-3,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,multiemo_en_products_text,data/models/bert-of-theseus/multiemo_en_products_text-run-3,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,44.810766,0.6666666666666666,0.251807,0.3684210526315789,0.7,0.48275862068965514,10,0.9230769230769231,0.6857142857142857,0.7868852459016394,35,0.3333333333333333,0.5,0.4,2,0.0,0.0,0.0,1,0.40620782726045884,0.4714285714285714,0.4174109666478236,48,0.7637201979307241,0.6666666666666666,0.6910118711136235,48,267873391,267832336,66958084
multiemo_en_products_text-run-4,multiemo_en_products_text,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_text,multiemo_en_products_text,data/models/bert-of-theseus/multiemo_en_products_text-run-4,0.3,linear,0.00014,0,bert,,,,256,True,True,True,True,8,8,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,8,8,45.252789,0.6666666666666666,0.251896,0.35294117647058826,0.6,0.4444444444444445,10,0.896551724137931,0.7428571428571429,0.8125,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.31237322515212984,0.33571428571428574,0.3142361111111111,48,0.727265043948614,0.6666666666666666,0.6850405092592592,48,267873391,267832336,66958084
