name,eval_task_name,model_name,data_dir,model_name_or_path,task_name,output_dir,replacing_rate,scheduler_type,scheduler_linear_k,steps_for_replacing,model_type,config_name,tokenizer_name,cache_dir,max_seq_length,do_train,do_eval,evaluate_during_training,do_lower_case,per_gpu_train_batch_size,per_gpu_eval_batch_size,gradient_accumulation_steps,learning_rate,weight_decay,adam_epsilon,max_grad_norm,num_train_epochs,warmup_steps,no_cuda,overwrite_output_dir,overwrite_cache,n_gpu,output_mode,train_batch_size,eval_batch_size,training_time,accuracy,eval_time,z_amb_precision,z_amb_recall,z_amb_f1-score,z_amb_support,z_minus_m_precision,z_minus_m_recall,z_minus_m_f1-score,z_minus_m_support,z_plus_m_precision,z_plus_m_recall,z_plus_m_f1-score,z_plus_m_support,z_zero_precision,z_zero_recall,z_zero_f1-score,z_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_Nreviews_sentence-run-1,multiemo_en_reviews_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,multiemo_en_Nreviews_sentence,data/models/bert-of-theseus/multiemo_en_Nreviews_sentence-run-1,0.3,linear,0.00014,0,bert,,,,128,True,False,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,1092.322175,0.49407114624505927,0.476072,0.7636363636363637,0.38181818181818183,0.509090909090909,110,0.3333333333333333,0.675,0.4462809917355372,40,0.6621621621621622,0.5697674418604651,0.6125,86,0.16279069767441862,0.4117647058823529,0.23333333333333336,17,0.4804806392015694,0.5095875823902499,0.45030130853994493,253,0.6207380282203335,0.49407114624505927,0.5157822384825619,253,267873391,267832336,66958084
multiemo_en_Nreviews_sentence-run-2,multiemo_en_reviews_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,multiemo_en_Nreviews_sentence,data/models/bert-of-theseus/multiemo_en_Nreviews_sentence-run-2,0.3,linear,0.00014,0,bert,,,,128,True,False,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,1062.355616,0.466403162055336,0.488189,0.7619047619047619,0.2909090909090909,0.4210526315789473,110,0.38028169014084506,0.675,0.48648648648648646,40,0.53,0.6162790697674418,0.5698924731182796,86,0.15,0.35294117647058826,0.21052631578947367,17,0.4555466130114017,0.4837823342867803,0.42198947674329673,253,0.5816236814828365,0.466403162055336,0.4678456481807778,253,267873391,267832336,66958084
multiemo_en_Nreviews_sentence-run-3,multiemo_en_reviews_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,multiemo_en_Nreviews_sentence,data/models/bert-of-theseus/multiemo_en_Nreviews_sentence-run-3,0.3,linear,0.00014,0,bert,,,,128,True,False,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,1142.307344,0.525691699604743,0.444541,0.7313432835820896,0.44545454545454544,0.5536723163841808,110,0.36619718309859156,0.65,0.46846846846846846,40,0.6463414634146342,0.6162790697674418,0.6309523809523809,86,0.15151515151515152,0.29411764705882354,0.19999999999999998,17,0.47384927040261676,0.5014628155702027,0.46327329145125756,253,0.6057579918869155,0.525691699604743,0.5427059221458632,253,267873391,267832336,66958084
multiemo_en_Nreviews_sentence-run-4,multiemo_en_reviews_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,multiemo_en_Nreviews_sentence,data/models/bert-of-theseus/multiemo_en_Nreviews_sentence-run-4,0.3,linear,0.00014,0,bert,,,,128,True,False,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,1154.333862,0.5059288537549407,0.412881,0.6875,0.4,0.5057471264367817,110,0.4057971014492754,0.7,0.5137614678899083,40,0.6282051282051282,0.5697674418604651,0.5975609756097561,86,0.16666666666666666,0.4117647058823529,0.23728813559322035,17,0.4720422240802676,0.5203830369357045,0.46358942638241657,253,0.5878097170630253,0.5059288537549407,0.5201849202812888,253,267873391,267832336,66958084
multiemo_en_Nreviews_sentence-run-5,multiemo_en_reviews_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_Nreviews_sentence,multiemo_en_Nreviews_sentence,data/models/bert-of-theseus/multiemo_en_Nreviews_sentence-run-5,0.3,linear,0.00014,0,bert,,,,128,True,False,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,1113.517794,0.4624505928853755,0.423878,0.7192982456140351,0.37272727272727274,0.49101796407185627,110,0.35526315789473684,0.675,0.4655172413793103,40,0.5945945945945946,0.5116279069767442,0.55,86,0.10869565217391304,0.29411764705882354,0.15873015873015875,17,0.4444629125693199,0.46336820669071016,0.4163163410453314,253,0.5783252749226284,0.4624505928853755,0.4847078197687325,253,267873391,267832336,66958084
multiemo_en_hotels_sentence-run-1,multiemo_en_hotels_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,multiemo_en_hotels_sentence,data/models/bert-of-theseus/multiemo_en_hotels_sentence-run-1,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,548.769461,0.8008048289738431,3.238349,0.5779467680608364,0.5296167247386759,0.5527272727272727,287,0.8307830783078308,0.89351403678606,0.8610074626865671,1033,0.8387096774193549,0.8259668508287292,0.8322894919972165,724,0.7964824120603015,0.7188208616780045,0.7556615017878426,441,0.760980483962081,0.7419796185078674,0.7504214322997248,2485,0.7978045040223966,0.8008048289738431,0.7983411471719817,2485,267873391,267832336,66958084
multiemo_en_hotels_sentence-run-2,multiemo_en_hotels_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,multiemo_en_hotels_sentence,data/models/bert-of-theseus/multiemo_en_hotels_sentence-run-2,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,517.119249,0.8056338028169014,3.193572,0.6050420168067226,0.5017421602787456,0.5485714285714286,287,0.8193832599118943,0.9002904162633107,0.8579335793357934,1033,0.8486932599724897,0.8522099447513812,0.850447966919366,724,0.8077922077922078,0.7052154195011338,0.7530266343825665,441,0.7702276861208287,0.7398644851986429,0.7524949023022887,2485,0.801110764655518,0.8056338028169014,0.8014062218375081,2485,267873391,267832336,66958084
multiemo_en_hotels_sentence-run-3,multiemo_en_hotels_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,multiemo_en_hotels_sentence,data/models/bert-of-theseus/multiemo_en_hotels_sentence-run-3,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,525.14041,0.8032193158953722,3.19508,0.5494880546075085,0.5609756097560976,0.5551724137931034,287,0.8379373848987108,0.8809293320425944,0.8588957055214724,1033,0.8441379310344828,0.8453038674033149,0.84472049689441,724,0.821522309711286,0.7097505668934241,0.7615571776155718,441,0.7632714200629971,0.7492398440238577,0.7550864484561395,2485,0.8035169379977327,0.8032193158953722,0.8024137229948981,2485,267873391,267832336,66958084
multiemo_en_hotels_sentence-run-4,multiemo_en_hotels_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,multiemo_en_hotels_sentence,data/models/bert-of-theseus/multiemo_en_hotels_sentence-run-4,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,527.266036,0.8036217303822938,3.195019,0.5640138408304498,0.5679442508710801,0.5659722222222222,287,0.8418604651162791,0.8760890609874153,0.8586337760910817,1033,0.8447802197802198,0.8494475138121547,0.8471074380165289,724,0.7989821882951654,0.7120181405895691,0.7529976019184652,441,0.7624091785055285,0.7513747415650549,0.7561777595620744,2485,0.8030124172806851,0.8036217303822938,0.8027285497182596,2485,267873391,267832336,66958084
multiemo_en_hotels_sentence-run-5,multiemo_en_hotels_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_hotels_sentence,multiemo_en_hotels_sentence,data/models/bert-of-theseus/multiemo_en_hotels_sentence-run-5,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,545.880247,0.8052313883299799,3.204985,0.6540284360189573,0.4808362369337979,0.5542168674698795,287,0.8160621761658031,0.914811229428848,0.8626198083067093,1033,0.8222811671087533,0.856353591160221,0.8389715832205683,724,0.8232044198895028,0.6757369614512472,0.7422166874221668,441,0.7788940497957542,0.7319345047435285,0.749506236604831,2485,0.8004278081588425,0.8052313883299799,0.7987442609052527,2485,267873391,267832336,66958084
multiemo_en_medicine_sentence-run-1,multiemo_en_medicine_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,multiemo_en_medicine_sentence,data/models/bert-of-theseus/multiemo_en_medicine_sentence-run-1,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,515.744547,0.7757174392935983,3.181898,0.4111111111111111,0.24183006535947713,0.30452674897119336,153,0.7627118644067796,0.7648725212464589,0.7637906647807637,706,0.7882797731568998,0.805019305019305,0.7965616045845272,518,0.8134328358208955,0.8592342342342343,0.8357064622124863,888,0.6938838961239215,0.6677390314648688,0.6751463701372427,2265,0.7646939765895875,0.7757174392935983,0.7684569764005673,2265,267873391,267832336,66958084
multiemo_en_medicine_sentence-run-2,multiemo_en_medicine_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,multiemo_en_medicine_sentence,data/models/bert-of-theseus/multiemo_en_medicine_sentence-run-2,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,511.712071,0.7708609271523179,3.177667,0.5689655172413793,0.21568627450980393,0.3127962085308057,153,0.7247119078104993,0.8016997167138811,0.7612642905178212,706,0.8104838709677419,0.7760617760617761,0.7928994082840236,518,0.8010752688172043,0.838963963963964,0.8195819581958195,888,0.7263091412092062,0.6581029328123562,0.6716354663821175,2265,0.7637456136525878,0.7708609271523179,0.7610689101014599,2265,267873391,267832336,66958084
multiemo_en_medicine_sentence-run-3,multiemo_en_medicine_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,multiemo_en_medicine_sentence,data/models/bert-of-theseus/multiemo_en_medicine_sentence-run-3,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,503.493571,0.7779249448123621,3.156001,0.4574468085106383,0.28104575163398693,0.3481781376518219,153,0.751696065128901,0.7847025495750708,0.7678447678447677,706,0.782608695652174,0.7992277992277992,0.7908309455587392,518,0.8298342541436464,0.8457207207207207,0.8377021751254881,888,0.7053964558588399,0.6776742052893945,0.6861390065452042,2265,0.7695235786801395,0.7779249448123621,0.772141113673287,2265,267873391,267832336,66958084
multiemo_en_medicine_sentence-run-4,multiemo_en_medicine_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,multiemo_en_medicine_sentence,data/models/bert-of-theseus/multiemo_en_medicine_sentence-run-4,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,511.607322,0.7810154525386314,3.16966,0.45918367346938777,0.29411764705882354,0.35856573705179284,153,0.7590529247910863,0.7719546742209632,0.7654494382022472,706,0.7969924812030075,0.8185328185328186,0.8076190476190476,518,0.8233369683751364,0.8502252252252253,0.8365650969529086,888,0.7096415119596545,0.6837075912594576,0.6920498299564991,2265,0.772676291445299,0.7810154525386314,0.7754897721415278,2265,267873391,267832336,66958084
multiemo_en_medicine_sentence-run-5,multiemo_en_medicine_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_medicine_sentence,multiemo_en_medicine_sentence,data/models/bert-of-theseus/multiemo_en_medicine_sentence-run-5,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,509.050066,0.7836644591611479,3.167278,0.4631578947368421,0.2875816993464052,0.3548387096774194,153,0.7530529172320217,0.7861189801699717,0.7692307692307693,706,0.7943396226415095,0.8127413127413128,0.8034351145038169,518,0.8361018826135105,0.8502252252252253,0.8431044109436069,888,0.711663079305971,0.6841668043707287,0.6926522510889032,2265,0.7754723681013879,0.7836644591611479,0.778023554917646,2265,267873391,267832336,66958084
multiemo_en_products_sentence-run-1,multiemo_en_products_sentence,Bert-of-Theseus,data/multiemo2,data/models/bert-base-uncased/multiemo_en_products_sentence,multiemo_en_products_sentence,data/models/bert-of-theseus/multiemo_en_products_sentence-run-1,0.3,linear,0.00014,0,bert,,,,128,True,True,True,True,16,16,1,5e-05,0.01,1e-08,1.0,4.0,0,False,False,False,1,classification,16,16,188.655815,0.706199460916442,1.061154,0.46846846846846846,0.3969465648854962,0.42975206611570244,131,0.743142144638404,0.8662790697674418,0.8,344,0.7900552486187845,0.7371134020618557,0.7626666666666668,194,0.6326530612244898,0.4246575342465753,0.5081967213114754,73,0.6585797307375367,0.6062491427403423,0.6251538635234611,742,0.6960440145908522,0.706199460916442,0.6961633620623019,742,267873391,267832336,66958084
